d,0,0.1414213562373095
d,10,0.1414213562373095
d,20,0.1414213562373095
d,30,0.1414213562373095
d,40,0.1414213562373095
d,50,0.13781637176578718
d,60,0.13781637176578718
d,70,0.13781637176578718
d,80,0.13781637176578718
d,90,0.13618367767571082
d,100,0.13618367767571082
d,110,0.13618367767571082
d,120,0.13618367767571082
d,130,0.13537948868448255
d,140,0.13537948868448255
d,150,0.13537948868448255
d,160,0.13537948868448255
d,170,0.1345467355254312
d,180,0.1345467355254312
d,190,0.1345467355254312
d,200,0.1342903709840336
d,210,0.1342903709840336
d,220,0.1342903709840336
d,230,0.1342903709840336
d,240,0.13385716003724493
d,250,0.13385716003724493
d,260,0.13385716003724493
d,270,0.13385716003724493
d,280,0.13353378446129444
d,290,0.13353378446129444
d,300,0.13353378446129444
d,310,0.13353378446129444
d,320,0.13294016383714757
d,330,0.13294016383714757
d,340,0.13294016383714757
d,350,0.13294016383714757
d,360,0.13246903997333825
d,370,0.13246903997333825
d,380,0.13246903997333825
d,390,0.13279833980723854
d,400,0.13279833980723854
d,410,0.13279833980723854
d,420,0.13279833980723854
d,430,0.13216372009101796
d,440,0.13216372009101796
d,450,0.13216372009101796
d,460,0.13216372009101796
d,470,0.1317334240127988
d,480,0.1317334240127988
d,490,0.1317334240127988
d,500,0.1317334240127988
d,510,0.1317032526253525
d,520,0.1317032526253525
d,530,0.1317032526253525
d,540,0.1317032526253525
d,550,0.13179065581520402
d,560,0.13179065581520402
d,570,0.13179065581520402
d,580,0.13179065581520402
d,590,0.13205689956432565
d,600,0.13205689956432565
d,610,0.13205689956432565
d,620,0.13201288537881128
d,630,0.13201288537881128
d,640,0.13201288537881128
d,650,0.13201288537881128
d,660,0.1316373431325122
d,670,0.1316373431325122
d,680,0.1316373431325122
d,690,0.1316373431325122
d,700,0.13162023634822198
d,710,0.13162023634822198
d,720,0.13162023634822198
d,730,0.13162023634822198
d,740,0.13162023634822198
